"TCD","Chad","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.83333333,NA,NA,NA,NA,NA
"TCD","Chad","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491318822,NA
"TCD","Chad","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TCD","Chad","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15672318,NA
"TCD","Chad","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,NA,NA
"TCD","Chad","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.46,NA
"TCD","Chad","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA
"TCD","Chad","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA
"TCD","Chad","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0189869321528464,NA,NA
"TCD","Chad","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.695,NA,NA
"TCD","Chad","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.155,NA,NA
"TCD","Chad","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.70000076,NA,NA,NA,NA,NA
"TCD","Chad","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49426019191742,NA
"TCD","Chad","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02222996013812,NA,NA
"TCD","Chad","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.189203078,NA
"TCD","Chad","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.269,NA
"TCD","Chad","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.117568715,NA
"TCD","Chad","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.156620489,NA
"TCD","Chad","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,NA
"TCD","Chad","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.3,NA,NA
"TCD","Chad","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
"TCD","Chad","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
"TCD","Chad","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5
"TCD","Chad","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"TCD","Chad","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286.51242932715,NA
"TCD","Chad","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21,NA
"TCD","Chad","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17993187904358,NA
"TCD","Chad","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9903335571289,NA,NA
"TCD","Chad","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06783737,NA,NA
"TCD","Chad","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8185,NA,NA,NA
"TCD","Chad","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42722141742706,NA
"TCD","Chad","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA
"TCD","Chad","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78499984741211,NA
"TCD","Chad","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA
"TCD","Chad","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76614,NA
"TCD","Chad","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"TCD","Chad","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34316444396973,NA
"TCD","Chad","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64,NA,NA
"TGO","Togo","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.633775025,NA
"TGO","Togo","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA
"TGO","Togo","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.183
"TGO","Togo","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TGO","Togo","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.45454545,NA,NA,NA,NA,NA
"TGO","Togo","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.783672283,NA
"TGO","Togo","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TGO","Togo","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.043735767,NA
"TGO","Togo","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.489,NA,NA
"TGO","Togo","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.96,NA
"TGO","Togo","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA
"TGO","Togo","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
"TGO","Togo","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0182806808145,NA,NA
"TGO","Togo","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,NA,NA
"TGO","Togo","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.102,NA,NA,NA
"TGO","Togo","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.79999924,NA,NA,NA,NA,NA
"TGO","Togo","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07541573047638,NA
"TGO","Togo","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13818814647472,NA,NA
"TGO","Togo","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.294048583,NA
"TGO","Togo","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TGO","Togo","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.346529716,NA
"TGO","Togo","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.628330428,NA
"TGO","Togo","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA
"TGO","Togo","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.6,NA,NA
"TGO","Togo","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA
"TGO","Togo","NEET",NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA
"TGO","Togo","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32,NA
"TGO","Togo","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5
"TGO","Togo","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"TGO","Togo","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986.579733354502,NA
"TGO","Togo","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA
"TGO","Togo","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793302059173584,NA
"TGO","Togo","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2744560241699,NA,NA
"TGO","Togo","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6673569,NA,NA
"TGO","Togo","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5488,NA,NA,NA
"TGO","Togo","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683660268783569,NA
"TGO","Togo","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA
"TGO","Togo","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79400014877319,NA
"TGO","Togo","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
"TGO","Togo","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76474,NA
"TGO","Togo","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA
"TGO","Togo","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.510781526565552,NA
"TGO","Togo","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.1,NA,NA
"THA","Thailand","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.398993367,NA
"THA","Thailand","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA
"THA","Thailand","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.805
"THA","Thailand","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0699218736590177,NA
"THA","Thailand","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.8,NA,NA
"THA","Thailand","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.493888282,NA
"THA","Thailand","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"THA","Thailand","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.365021735,NA
"THA","Thailand","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.641,NA,NA
"THA","Thailand","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.61,NA
"THA","Thailand","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA
"THA","Thailand","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"THA","Thailand","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0239664160886119,NA,NA
"THA","Thailand","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366,NA,NA
"THA","Thailand","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.236,NA,NA
"THA","Thailand","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.84999847,NA,NA,NA,NA
"THA","Thailand","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.335228353738785,NA
"THA","Thailand","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51239334084949,NA,NA
"THA","Thailand","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889074117,NA
"THA","Thailand","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.609,NA
"THA","Thailand","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.637354341,NA
"THA","Thailand","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.084127131,NA
"THA","Thailand","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,NA
"THA","Thailand","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.2,NA,NA
"THA","Thailand","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA
"THA","Thailand","NEET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA
"THA","Thailand","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35,NA
"THA","Thailand","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.544
"THA","Thailand","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,NA,NA
"THA","Thailand","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735.934351283816,NA
"THA","Thailand","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA
"THA","Thailand","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.168009966611862,NA
"THA","Thailand","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6641616821289,NA,NA
"THA","Thailand","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.247404925,NA,NA
"THA","Thailand","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2935,NA,NA,NA
"THA","Thailand","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0124617973342538,NA
"THA","Thailand","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"THA","Thailand","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625999987125397,NA
"THA","Thailand","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA
"THA","Thailand","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58777,NA
"THA","Thailand","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA
"THA","Thailand","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10115718841553,NA
"THA","Thailand","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.9,NA,NA
"TJK","Tajikistan","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.331899954,NA
"TJK","Tajikistan","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
"TJK","Tajikistan","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.158
"TJK","Tajikistan","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TJK","Tajikistan","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97,NA,NA
"TJK","Tajikistan","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.141011254,NA
"TJK","Tajikistan","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TJK","Tajikistan","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03979929,NA
"TJK","Tajikistan","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.658,NA,NA
"TJK","Tajikistan","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.41,NA
"TJK","Tajikistan","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA
"TJK","Tajikistan","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA
"TJK","Tajikistan","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0360788820796636,NA,NA
"TJK","Tajikistan","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322,NA,NA
"TJK","Tajikistan","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.316,NA,NA
"TJK","Tajikistan","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76000023,NA,NA,NA
"TJK","Tajikistan","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02133226394653,NA
"TJK","Tajikistan","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44232653927677,NA,NA,NA,NA
"TJK","Tajikistan","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.31873116,NA
"TJK","Tajikistan","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.427,NA
"TJK","Tajikistan","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.074850924,NA
"TJK","Tajikistan","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115784278,NA
"TJK","Tajikistan","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"TJK","Tajikistan","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.5,NA,NA
"TJK","Tajikistan","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"TJK","Tajikistan","NEET",NA,NA,NA,35.1500005722046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJK","Tajikistan","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25,NA
"TJK","Tajikistan","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5
"TJK","Tajikistan","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"TJK","Tajikistan","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.546464553016,NA
"TJK","Tajikistan","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14,NA
"TJK","Tajikistan","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09323215484619,NA
"TJK","Tajikistan","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6004486083984,NA,NA
"TJK","Tajikistan","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.039848261,NA,NA
"TJK","Tajikistan","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4138,NA,NA,NA
"TJK","Tajikistan","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17768669128418,NA
"TJK","Tajikistan","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA
"TJK","Tajikistan","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8190002441406,NA
"TJK","Tajikistan","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"TJK","Tajikistan","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56205,NA
"TJK","Tajikistan","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA
"TJK","Tajikistan","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67248976230621,NA
"TJK","Tajikistan","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.4,NA,NA
"TKM","Turkmenistan","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.233061651,NA
"TKM","Turkmenistan","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA
"TKM","Turkmenistan","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.034
"TKM","Turkmenistan","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TKM","Turkmenistan","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.16666667,NA,NA,NA,NA,NA
"TKM","Turkmenistan","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.042982344,NA
"TKM","Turkmenistan","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TKM","Turkmenistan","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.436510453,NA
"TKM","Turkmenistan","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.629,NA,NA
"TKM","Turkmenistan","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.44,NA
"TKM","Turkmenistan","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA
"TKM","Turkmenistan","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA
"TKM","Turkmenistan","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0598221631167661,NA,NA
"TKM","Turkmenistan","Gender Inequality",0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TKM","Turkmenistan","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.874,NA,NA
"TKM","Turkmenistan","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA
"TKM","Turkmenistan","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13999938964844,NA
"TKM","Turkmenistan","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19520680924656,NA,NA
"TKM","Turkmenistan","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027566506,NA
"TKM","Turkmenistan","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TKM","Turkmenistan","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.044361878,NA
"TKM","Turkmenistan","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035017703,NA
"TKM","Turkmenistan","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA
"TKM","Turkmenistan","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.5,NA,NA
"TKM","Turkmenistan","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA
"TKM","Turkmenistan","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22,NA
"TKM","Turkmenistan","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5
"TKM","Turkmenistan","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,NA,NA
"TKM","Turkmenistan","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.471483045983,NA
"TKM","Turkmenistan","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA
"TKM","Turkmenistan","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09118938446045,NA
"TKM","Turkmenistan","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7523727416992,NA,NA
"TKM","Turkmenistan","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.97679007,NA,NA
"TKM","Turkmenistan","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3271,NA,NA,NA
"TKM","Turkmenistan","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55804359912872,NA
"TKM","Turkmenistan","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA
"TKM","Turkmenistan","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61800003051758,NA
"TKM","Turkmenistan","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"TKM","Turkmenistan","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44745,NA
