"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"AFR","Africa","GIN","Guinea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",92.1,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",80,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",92.1,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",80,,
"AFR","Africa","GNB","Guinea-Bissau","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GNB","Guinea-Bissau","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",41.8,,
"ALL","All regions","GNB","Guinea-Bissau","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GNB","Guinea-Bissau","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",41.8,,
"AME","Americas","GUY","Guyana","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","GUY","Guyana","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.2,,
"ALL","All regions","GUY","Guyana","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GUY","Guyana","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.2,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58.9,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.8,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58.9,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.8,,
"AME","Americas","HND","Honduras","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","HND","Honduras","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",12.4,,
"AME","Americas","HND","Honduras","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.6,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",12.4,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.6,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",26,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",9.4,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",26,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",9.4,,
"ASI","Asia","IND","India","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","IND","India","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",22.1,,
"ASI","Asia","IND","India","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28.7,,
"ALL","All regions","IND","India","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","IND","India","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",22.1,,
"ALL","All regions","IND","India","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28.7,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",34.5,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",18.3,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",34.5,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",18.3,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",21,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",66,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",21,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",66,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",54.8,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.2,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",54.8,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.2,,
"ASI","Asia","ISR","Israel","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ISR","Israel","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",4.9,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19.7,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",4.9,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19.7,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",18,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23.6,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",18,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23.6,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",14.2,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",14.2,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",41.8,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",39.4,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",41.8,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",39.4,,
"ASI","Asia","KWT","Kuwait","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KWT","Kuwait","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",37,,
"ALL","All regions","KWT","Kuwait","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KWT","Kuwait","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",37,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",32.8,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25.4,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",32.8,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25.4,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58.2,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15.3,,
"ALL","All regions","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58.2,,
"ALL","All regions","LAO","Lao People's Democratic Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15.3,,
"EUR","Europe","LVA","Latvia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","LVA","Latvia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"EUR","Europe","LVA","Latvia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",32,,
"ALL","All regions","LVA","Latvia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LVA","Latvia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"ALL","All regions","LVA","Latvia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",32,,
"ASI","Asia","LBN","Lebanon","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","LBN","Lebanon","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",43.6,,
"ASI","Asia","LBN","Lebanon","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",10.4,,
"ALL","All regions","LBN","Lebanon","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBN","Lebanon","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",43.6,,
"ALL","All regions","LBN","Lebanon","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",10.4,,
"AFR","Africa","LSO","Lesotho","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","LSO","Lesotho","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",37.1,,
"AFR","Africa","LSO","Lesotho","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",62,,
"ALL","All regions","LSO","Lesotho","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LSO","Lesotho","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",37.1,,
"ALL","All regions","LSO","Lesotho","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",62,,
"AFR","Africa","LBR","Liberia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","LBR","Liberia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",42.5,,
"AFR","Africa","LBR","Liberia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",38.5,,
"ALL","All regions","LBR","Liberia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBR","Liberia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",42.5,,
"ALL","All regions","LBR","Liberia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",38.5,,
"AFR","Africa","LBY","Libya","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","LBY","Libya","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",25.1,,
"ALL","All regions","LBY","Libya","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBY","Libya","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",25.1,,
"EUR","Europe","LTU","Lithuania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"EUR","Europe","LTU","Lithuania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"EUR","Europe","LTU","Lithuania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24,,
"ALL","All regions","LTU","Lithuania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","LTU","Lithuania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"ALL","All regions","LTU","Lithuania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24,,
"EUR","Europe","MKD","North Macedonia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","MKD","North Macedonia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",14.5,,
"EUR","Europe","MKD","North Macedonia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",27.7,,
"ALL","All regions","MKD","North Macedonia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MKD","North Macedonia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",14.5,,
"ALL","All regions","MKD","North Macedonia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",27.7,,
"AFR","Africa","MDG","Madagascar","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","MDG","Madagascar","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",45.2,,
"AFR","Africa","MDG","Madagascar","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",30,,
"ALL","All regions","MDG","Madagascar","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","MDG","Madagascar","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",45.2,,
"ALL","All regions","MDG","Madagascar","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",30,,
"AFR","Africa","MWI","Malawi","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","MWI","Malawi","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",16.3,,
"AFR","Africa","MWI","Malawi","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"ALL","All regions","MWI","Malawi","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","MWI","Malawi","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",16.3,,
"ALL","All regions","MWI","Malawi","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"ASI","Asia","MYS","Malaysia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","MYS","Malaysia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",41.5,,
"ALL","All regions","MYS","Malaysia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MYS","Malaysia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",41.5,,
"ASI","Asia","MDV","Maldives","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","MDV","Maldives","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",30.8,,
"ASI","Asia","MDV","Maldives","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19.5,,
"ALL","All regions","MDV","Maldives","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MDV","Maldives","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",30.8,,
"ALL","All regions","MDV","Maldives","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19.5,,
"AFR","Africa","MLI","Mali","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MLI","Mali","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",72.6,,
"AFR","Africa","MLI","Mali","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",34.6,,
"ALL","All regions","MLI","Mali","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MLI","Mali","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",72.6,,
"ALL","All regions","MLI","Mali","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",34.6,,
"EUR","Europe","MLT","Malta","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","MLT","Malta","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",0,,
"EUR","Europe","MLT","Malta","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15,,
"ALL","All regions","MLT","Malta","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MLT","Malta","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",0,,
"ALL","All regions","MLT","Malta","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15,,
"AFR","Africa","MRT","Mauritania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MRT","Mauritania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",26.6,,
"ALL","All regions","MRT","Mauritania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MRT","Mauritania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",26.6,,
"AFR","Africa","MUS","Mauritius","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","MUS","Mauritius","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"EUR","Europe","MDA","Moldova","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","MDA","Moldova","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11.2,,
"EUR","Europe","MDA","Moldova","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",45.5,,
"ALL","All regions","MDA","Moldova","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MDA","Moldova","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11.2,,
"ALL","All regions","MDA","Moldova","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",45.5,,
"ASI","Asia","MNG","Mongolia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","MNG","Mongolia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.1,,
"ASI","Asia","MNG","Mongolia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",31.2,,
"ALL","All regions","MNG","Mongolia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MNG","Mongolia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.1,,
"ALL","All regions","MNG","Mongolia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",31.2,,
"AFR","Africa","MAR","Morocco","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MAR","Morocco","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",22,,
"AFR","Africa","MAR","Morocco","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",30,,
"ALL","All regions","MAR","Morocco","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MAR","Morocco","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",22,,
"ALL","All regions","MAR","Morocco","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",30,,
"AFR","Africa","MOZ","Mozambique","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MOZ","Mozambique","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",22.9,,
"AFR","Africa","MOZ","Mozambique","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.7,,
"ALL","All regions","MOZ","Mozambique","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MOZ","Mozambique","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",22.9,,
"ALL","All regions","MOZ","Mozambique","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21.7,,
"ASI","Asia","MMR","Myanmar","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","MMR","Myanmar","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",51.2,,
"ASI","Asia","MMR","Myanmar","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",33,,
"ALL","All regions","MMR","Myanmar","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MMR","Myanmar","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",51.2,,
"ALL","All regions","MMR","Myanmar","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",33,,
"AFR","Africa","NAM","Namibia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AFR","Africa","NAM","Namibia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",28.2,,
"AFR","Africa","NAM","Namibia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ALL","All regions","NAM","Namibia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NAM","Namibia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",28.2,,
"ALL","All regions","NAM","Namibia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ASI","Asia","NPL","Nepal","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","NPL","Nepal","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",42.9,,
"ASI","Asia","NPL","Nepal","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ALL","All regions","NPL","Nepal","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NPL","Nepal","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",42.9,,
"ALL","All regions","NPL","Nepal","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"AME","Americas","NIC","Nicaragua","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","NIC","Nicaragua","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",13.7,,
"AME","Americas","NIC","Nicaragua","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22.5,,
"ALL","All regions","NIC","Nicaragua","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NIC","Nicaragua","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",13.7,,
"ALL","All regions","NIC","Nicaragua","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22.5,,
"AFR","Africa","NER","Niger","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","NER","Niger","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",59.6,,
"ALL","All regions","NER","Niger","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","NER","Niger","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",59.6,,
"AFR","Africa","NGA","Nigeria","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","NGA","Nigeria","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",34.7,,
"AFR","Africa","NGA","Nigeria","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.2,,
"ALL","All regions","NGA","Nigeria","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","NGA","Nigeria","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",34.7,,
"ALL","All regions","NGA","Nigeria","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.2,,
"ASI","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",38.7,,
"ALL","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",38.7,,
"ASI","Asia","OMN","Oman","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","OMN","Oman","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.9,,
"ALL","All regions","OMN","Oman","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","OMN","Oman","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.9,,
"ASI","Asia","PAK","Pakistan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","PAK","Pakistan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",42.2,,
"ASI","Asia","PAK","Pakistan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",85,,
